SMILES,SMILES_state,Scaffold,R-groups,NLL
CC(=O)Nc1ccc(C(=N)NC(=O)C=CC(=O)Nc2ccc(CCN=C=S)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C(*)=O)=CC(Nc1ccc(CCN=C=S)cc1)=O|C(C)(*)=O,21.37
CSCCC(NC(=O)CCCCc1cccc(C(CCCNC(=N)N)C2CCN(S(C)(=O)=O)CC2)c1)C(=O)NCC(=O)NCc1cccc2ccccc12,1,C(NC(=N)N)CCC([*])[*],C(Cc1cc(*)ccc1)CCC(NC(CCSC)C(NCC(=O)NCc1cccc2c1cccc2)=O)=O|C1C(*)CCN(S(=O)(C)=O)C1,46.06
CC(=O)Nc1ccc(C(=N)NC(=O)N=NC(N)=NCC(=O)NN=CC=Cc2ccc(N=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(CN=C(N)N=NC(*)=O)NN=CC=Cc1ccc(N=C(N)N)cc1|CC(=O)*,25.12
Cc1ccc(S(=O)(=O)NC(=N)c2ccc(CCCNC(=O)NS(=O)(=O)c3c(Cl)ccc(Cl)c3NCCN=C(N)N)cc2)c(C)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],O=S(NC(=O)NCC*)(=O)c1c(Cl)ccc(Cl)c1NCCN=C(N)N|O=S(=O)(*)c1c(C)cc(C)cc1,37.85
N=C(N)NCCCC(N)C1CCCCC1,1,C(NC(=N)N)CCC([*])[*],C1(*)CCCCC1|N*,7.56
CC(=O)Nc1ccc(C(=N)NC(=O)CCCCN)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NCCCCC(*)=O|*C(=O)C,11.82
COC(=O)c1ccccc1C=NOCc1ccc(NC(=O)CSCCN=C(N)N)cc1C(=O)Nc1ccc(C)c(S(=O)(=O)NC(=N)c2ccc(CN)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],N*|O=S(=O)(*)c1c(C)ccc(NC(=O)c2cc(NC(=O)CSCCN=C(N)N)ccc2CON=Cc2c(C(OC)=O)cccc2)c1,41.17
N=C(Nc1ccc(CN=C(N)N)cc1)c1ccc(Nc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(*)ccc(CN=C(N)N)cc1|c1cc(*)ccc1,15.21
CC(C)(C)CC(=O)Nc1ccc(C(=N)Nc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccccc1*|C(*)(CC(C)(C)C)=O,16.01
CNC(=O)NC(=N)c1ccc(CN)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N*|*C(=O)NC,8.88
N=C(N)NCCCC(Cc1cccc(O)c1)Cc1cc(O)ccc1C(=O)NN,1,C(NC(=N)N)CCC([*])[*],C(*)c1cc(O)ccc1C(=O)NN|c1(C*)cc(O)ccc1,22.39
N=C(NC(=O)c1ccccc1)c1ccc(NCc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccccc1C(=O)*|c1ccccc1C*,11.35
N=C(NC=O)c1ccc(NC(=O)Cc2ccc(C(N=C(N)N)=NC(CCCN=C(N)N)=N[N+](N)=O)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|c1cc(CC(=O)*)ccc1C(=NC(=N[N+](=O)N)CCCN=C(N)N)N=C(N)N,25.65
Cc1ccc(OC(=O)Nc2ccc(NS(=O)(=O)NC(=N)c3ccc(COc4cc(O)c(C(N)=O)c(N)c4C)cc3)c(C(=O)O)c2)cc1C,1,N(C(c1ccc(C[*])cc1)=N)[*],Oc1c(C(=O)N)c(N)c(C)c(O*)c1|C(Nc1cc(C(O)=O)c(NS(=O)(=O)*)cc1)(=O)Oc1ccc(C)c(C)c1,46.74
N=NC(N)=NCCC(CC(=O)NCCCN=C(N)N)=NOCC(=O)Nc1ccc(C(=N)Nc2ccc(C(=N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(=N)N)ccc1*|O=C(CC(=NOCC(*)=O)CCN=C(N)N=N)NCCCN=C(N)N,34.47
N=C(NC(=O)OCc1ccccc1Cl)c1ccc(CNc2c(OCC(=O)O)ccc(O)c2CCc2cccc(OCCCNC(N)=NCCCCNC(N)=NCc3cccc(N)c3)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(O)ccc(OCC(=O)O)c(N*)c1CCc1cccc(OCCCNC(=NCCCCNC(=NCc2cc(N)ccc2)N)N)c1|c1cc(COC(*)=O)c(Cl)cc1,66.24
Cc1cccc(C(CCCNC(=N)N)CC(N)=O)c1,1,C(NC(=N)N)CCC([*])[*],c1c(*)cc(C)cc1|C(C(=O)N)*,13.51
N=C(NC(=O)Nc1ccccc1C(N)=O)c1ccc(CN)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|c1c(NC(=O)*)c(C(N)=O)ccc1,15.84
CC(CCCNC(=N)N)c1ccc(Cl)c(Cl)c1,1,C(NC(=N)N)CCC([*])[*],c1cc(*)cc(Cl)c1Cl|C*,11.51
N=CN=C(N)CC=CC(=O)NC(=N)c1ccc(NC(=O)CCl)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(CC=CC(=O)*)=NC=N|C(*)(CCl)=O,19.92
CC(C)C(CCCNC(=N)N)Cc1ccc(CCC(N)=O)cc1,1,C(NC(=N)N)CCC([*])[*],*C(C)C|c1(C*)ccc(CCC(=O)N)cc1,19.85
N=C(NC(=O)C=Cc1ccc(O)cc1)c1ccc(NC(=O)CCN)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(C=Cc1ccc(O)cc1)=O|C(N)CC(*)=O,19.63
CCNS(=O)(=O)NC(=N)c1ccc(COc2cc(OC)c(OC)c(OC)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(OC)c(OC)cc(O*)cc1OC|N(CC)S(*)(=O)=O,22.09
CC(=O)Nc1ccc(C(=N)NC(=O)C2C=CC=CC2=C[N+](=O)[O-])cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)C1C(=C[N+](=O)[O-])C=CC=C1|C(*)(C)=O,25.13
CN1CCN(c2c(Br)cc(C(=O)NCc3cccc(NC(=O)NC4CCCN(CCCc5ccc(C(=N)NC(=O)c6ccccc6)cc5)c5ccc(NC=O)cc54)c3)cc2S(N)(=O)=O)CC1,1,N(C(c1ccc(C[*])cc1)=N)[*],N1(CC*)CCCC(NC(=O)Nc2cccc(CNC(=O)c3cc(S(N)(=O)=O)c(N4CCN(C)CC4)c(Br)c3)c2)c2cc(NC=O)ccc21|c1c(C(*)=O)cccc1,60.08
CNC(CCCNC(=N)N)NCC(C)C,1,C(NC(=N)N)CCC([*])[*],CC(CN*)C|CN*,14.57
CCCCC(CC)=NCCCNC(=N)c1ccc(NC(=O)CN=C(N)N)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CCC(CCCC)=NCCC*|C(C(=O)*)N=C(N)N,27.91
N=C(NC(N)=O)c1ccc(COc2cc(C(=O)NCCCN=C(N)N)nc(N)n2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(=O)(c1cc(O*)nc(N)n1)NCCCN=C(N)N|O=C(*)N,23.65
CC(C)C(N)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],*C(C)C|N*,6.69
CC(=NC(N)=O)N1CCC(Cc2ccc(C(=N)NS(=O)(=O)O)cc2)CC1,1,N(C(c1ccc(C[*])cc1)=N)[*],CC(N1CCC(*)CC1)=NC(=O)N|O=S(O)(=O)*,29.28
N=C(N)NCCCC(N)CCC(=O)O,1,C(NC(=N)N)CCC([*])[*],C(C*)C(O)=O|*N,11.81
CC(=O)Nc1ccc(C(=N)NC(=O)C=Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccc(C=CC(=O)*)cc1|CC(*)=O,11.45
CC(C)(C)OC(=O)NN=C(NC(=N)c1ccc(COCc2c(OCC(=O)O)nc(N)nc2OC(=O)Oc2ccc(O)cc2C2=NCCCN2)cc1)C1CCNCC1,1,N(C(c1ccc(C[*])cc1)=N)[*],O(*)Cc1c(OCC(O)=O)nc(N)nc1OC(=O)Oc1c(C2=NCCCN2)cc(O)cc1|C(=O)(NN=C(*)C1CCNCC1)OC(C)(C)C,71.05
Cc1cc(CC(CCCNC(=N)N)c2ccccc2)ccc1N,1,C(NC(=N)N)CCC([*])[*],c1c(*)cccc1|c1cc(C*)cc(C)c1N,12.19
CCOC(=O)NC(=N)c1ccc(NC(C)=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C)OC(*)=O|*C(=O)C,11.46
CN(CCCCS(=O)(=O)NC(=N)c1ccc(COc2ccc(Nc3cc[n+](C)c(N)c3)cc2Cl)cc1)c1ccccc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(Cl)c(O*)ccc(Nc2cc[n+](C)c(N)c2)c1|*S(CCCCN(C)c1ccccc1)(=O)=O,38.8
CC(=O)Nc1ccc(C(=N)NC(=O)CCC=NNS(=O)(=O)C=CC(=O)O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(=NNS(C=CC(=O)O)(=O)=O)CCC(=O)*|C(C)(*)=O,31.39
N=C(NS(=O)(=O)O)c1ccc(CCC2N=CNN2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(C*)N=CNN1|O=S(*)(=O)O,21.6
N=C(N)NCCCC(N)N1CCNCC1,1,C(NC(=N)N)CCC([*])[*],N*|N1(*)CCNCC1,16.98
CCCCNC(=N)N=C(N=C=S)c1ccc(NC(=N)c2ccc(NC(C)=O)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(NCCCC)(N=C(c1ccc(*)cc1)N=C=S)=N|*C(C)=O,29.59
N=C(NC(N)=O)c1ccc(CNC2CCN(CC(=O)OCc3cc(N)c(C(N)=NO)cc3N)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],O=C(OCc1c(N)cc(C(N)=NO)c(N)c1)CN1CCC(N*)CC1|O=C(*)N,33.15
CC1CCC(CC(N)CCCNC(=N)N)C1,1,C(NC(=N)N)CCC([*])[*],*N|C1(C)CCC(C*)C1,16.95
CC(=O)Nc1ccc(C(=N)NC(=O)c2cccc(N)c2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(C(*)=O)cc(N)cc1|C(*)(=O)C,15.88
C=[N+]NC(N)=NN=CNc1c[n+](C)c(N)nc1NCc1ccc(C(=N)NS(=O)(=O)O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(c1c[n+](C)c(N)nc1N*)C=NN=C(N)N[N+]=C|O=S(*)(=O)O,27.16
CS(=O)(=O)Nc1cccc(CCNCCCNS(=O)(=O)Cc2ccc(C(CCCNC(=N)N)c3ccc(N)cc3)cc2)c1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(CS(=O)(=O)NCCCNCCc2cc(NS(C)(=O)=O)ccc2)cc1|*c1ccc(N)cc1,33.56
N=C(NC(N)=O)c1ccc(NC(=O)Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NC(*)=O|c1c(CC(=O)*)cccc1,11.99
Cc1ccc(NC(=NC(C)S)NCC(=O)NCC(N)=O)cc1CC1CSCC1c1ccc(Cl)c(C(N)CCCNC(=N)N)c1,1,C(NC(=N)N)CCC([*])[*],C1(c2cc(*)c(Cl)cc2)C(Cc2cc(NC(=NC(S)C)NCC(NCC(N)=O)=O)ccc2C)CSC1|N*,48.14
N=C(NS(=O)(=O)c1ccccc1)c1ccc(COc2cc(Cl)ccc2C(=O)Nc2ccccc2N2CCC(N3CCCCCC3)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(Cl)cc(O*)c(C(Nc2ccccc2N2CCC(N3CCCCCC3)CC2)=O)cc1|c1c(S(=O)(=O)*)cccc1,38.09
N=C(N)NCCCC(N)c1cccc(O)c1,1,C(NC(=N)N)CCC([*])[*],*N|c1c(*)cc(O)cc1,9.55
CC(=O)Nc1ccc(C(=N)NCN=C(NC(CCCCN)C(=O)Nc2ccc(C(=N)N)cc2)NS(=O)(=O)CCCCC=N)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(CN)CCC(NC(=NC*)NS(=O)(=O)CCCCC=N)C(=O)Nc1ccc(C(=N)N)cc1|CC(=O)*,53.14
COc1ccccc1OCc1ccc(C(=N)NS(=O)(=O)c2cccc3c2Nc2c(ncnc2S(N)(=O)=O)CN3)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cccc(OC)c1O*|N1c2cccc(S(*)(=O)=O)c2Nc2c(ncnc2S(=O)(=O)N)C1,40.99
CC(C)(C)OC(=O)Nc1ccc(C(CCCNC(=N)N)C2CCCCC2)cn1,1,C(NC(=N)N)CCC([*])[*],C(C)(C)(C)OC(=O)Nc1ccc(*)cn1|C1C(*)CCCC1,23.22
N=C(N)c1ccc(N)c(C=NNC(=O)NC(=N)c2ccc(NC(=O)c3ccccc3)cc2)c1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)NN=Cc1c(N)ccc(C(N)=N)c1|c1cccc(C(*)=O)c1,26.21
N=C(NC(=O)Oc1ccccc1)c1ccc(CCC[n+]2ccc(Nc3ccc(C(=O)NC(CC(N)=O)C(=O)NN)cc3)c(N)c2N)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(Nc2cc[n+](CC*)c(N)c2N)ccc(C(NC(C(=O)NN)CC(=O)N)=O)cc1|c1cccc(OC(*)=O)c1,48.38
CC(C)CC(CCCNC(=N)N)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],C(C(C)C)*|*c1ccccc1,11.33
CCCC(=O)Nc1ccc(C(=N)NC)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C*|CCCC(=O)*,13.01
N=C(NC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl)c1ccc(CNCC2CCN(Cc3ccc(Br)c(OC(F)F)c3)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1C(CN*)CCN(Cc2ccc(Br)c(OC(F)F)c2)C1|O=S(=O)(c1ccc(NC(*)=O)c(Cl)c1)N,38.47
CCCN=C(N)N=C(N=C(N)c1ccc(NC(=N)c2ccc(NC(=O)C(N)CCC(=O)O)cc2)cc1)OCC,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(=NC(OCC)=NC(=NCCC)N)N)ccc1*|O=C(CCC(C(=O)*)N)O,29.0
N=C(NS(=O)(=O)O)c1ccc(COc2nc(N)nc(N)[n+]2-c2ccc3ccc(C(=N)N)c(N)c3c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],[n+]1(-c2ccc3ccc(C(N)=N)c(N)c3c2)c(O*)nc(N)nc1N|O=S(*)(=O)O,38.68
N=C(N)NCCCC(N)c1cccc(Cl)c1Cl,1,C(NC(=N)N)CCC([*])[*],c1(Cl)c(Cl)cccc1*|N*,13.91
N=C(NC(=O)CCCCN)c1ccc(NC(=O)C2CCC2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,NCCCCC(*)=O|O=C(C1CCC1)*,20.53
N=C(NC(=O)OC[n+]1ccccc1)c1ccc(CNc2cc(O)[n+](Cc3cc(N)ccc3OC(=O)c3ccccc3)c(N)n2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(N*)nc(N)[n+](Cc2cc(N)ccc2OC(=O)c2ccccc2)c1O|c1ccc[n+](COC(=O)*)c1,45.59
COc1ccc(CC(CCCNC(=N)N)Cc2ccc(NS(C)(=O)=O)c(O)c2)cc1,1,C(NC(=N)N)CCC([*])[*],c1c(OC)ccc(C*)c1|C(*)c1cc(O)c(NS(C)(=O)=O)cc1,24.18
CC(=O)Nc1ccc(C(=N)NS(=O)(=O)c2ccc(C)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(S(=O)(=O)*)ccc(C)c1|O=C(C)*,12.89
Cc1cccc(Nc2cc(Cc3ccc(C(=N)NC(N)=O)cc3)[nH]n2)c1CN1CCCC1,1,N(C(c1ccc(C[*])cc1)=N)[*],n1[nH]c(*)cc1Nc1c(CN2CCCC2)c(C)ccc1|C(=O)(N)*,34.5
CC(CNC(C)CCCNC(=N)N)Cc1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],*C|N(*)CC(C)Cc1ccc(O)cc1,17.22
CC(=O)Nc1ccc(C(=N)Nc2ccc(N=C(N)NN=CCCCCN=C(N)N)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(*)ccc(N=C(NN=CCCCCN=C(N)N)N)cc1|C(C)(=O)*,21.93
CC(=O)c1cc(C(N)=O)c(N(C)Cc2ccc(C(=N)NC(N)=O)cc2)c(C(=O)N2CCOCC2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1OCCN(C(c2c(N(C)*)c(C(=O)N)cc(C(C)=O)c2)=O)C1|O=C(*)N,40.49
N=C(N)NCCCC(N)c1ccc2ccc(O)cc2c1,1,C(NC(=N)N)CCC([*])[*],N*|Oc1ccc2ccc(*)cc2c1,15.72
C=CCOC(=O)NC(=N)c1ccc(NC(C)=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)OCC=C|C(*)(=O)C,11.18
CN(C)CCNc1c(C2CCN(C)CC2)ccc(OC2CN(C)CCC2N(C)Cc2ccc(C(=N)NC(N)=O)cc2)c1N,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(c2ccc(OC3CN(C)CCC3N(*)C)c(N)c2NCCN(C)C)CCN(C)CC1|O=C(N)*,51.35
